amount,transaction_type,tx_category,device_id_hash,sim_change_frequency,network_type,new_device_login,time_since_login_seconds,is_smurf_pattern,recent_cashins_24h,is_post_downtime,receiver_risk_score,is_legit_merchant,is_mule_destination,merchant_name_risk,Token_latency_seconds,geo_velocity_kmh,distance_from_last_cashout_km,transaction_hour,is_night_transaction,cashout_interval_hours,amount_normalized,is_new_device,distance_km,time_since_last_tx,tx_count_last_10s,tx_count_last_1min,token_age,geo_speed,merchant_type,is_night,transaction_hour_legacy,merchant_risk_score,fraud_label
198.31,cash_out_agent,cash_ops,b5d1ffa1,1,0,0,0,0,3,0,0.2,1,0,0,108,14.17,235.67,12.862419967871489,0,16.6,1.98,0,235.67,59883,0,3,108,14.17,0,0,12.862419967871489,0.8,0
102.36,p2p_transfer,p2p,f041d6ca,2,0,1,3292,0,8,0,0.73,1,1,0,76,25.07,375.18,1.0,1,15.0,1.02,1,375.18,53872,0,8,76,25.07,0,1,1.0,0.27,1
310.89,airtime_topup,utilities,f922311b,5,1,0,0,0,1,0,0.17,1,0,0,9,0.0,0.0,12.222695704546442,0,15.7,3.11,0,0.0,56473,0,1,9,0.0,0,0,12.222695704546442,0.83,0
125.2,cash_out_agent,cash_ops,6c37942a,0,0,0,0,0,2,0,0.01,1,0,0,141,21.85,225.32,14.164283076429355,0,10.3,1.25,0,225.32,37126,0,2,141,21.85,0,0,14.164283076429355,0.99,0
92.76,cash_in_agent,cash_ops,3a43fd55,5,1,0,0,0,2,0,0.28,1,0,0,69,10.77,225.32,6.192323685427332,0,20.9,0.93,0,225.32,75333,0,2,69,10.77,0,0,6.192323685427332,0.72,0
99.91,cash_out_agent,cash_ops,c8c37446,2,0,0,0,0,1,0,0.21,1,0,0,112,0.0,0.0,11.248589503402899,0,6.0,1.0,0,0.0,21578,0,1,112,0.0,0,0,11.248589503402899,0.79,0
287.64,airtime_topup,utilities,90ab28d1,0,0,1,766,0,0,0,0.19,1,0,0,109,25.54,358.4,12.105239054526624,0,14.0,2.88,1,358.4,50513,0,0,109,25.54,0,0,12.105239054526624,0.81,1
322.66,airtime_topup,utilities,3c169602,3,0,0,0,0,0,0,0.14,1,0,0,43,5.51,104.56,9.286249111793344,0,19.0,3.23,0,104.56,68363,0,0,43,5.51,0,0,9.286249111793344,0.86,1
498.87,airtime_topup,utilities,c53a13be,5,1,0,0,0,3,1,0.05,1,0,0,15,0.0,0.0,11.500891694273287,0,7.4,4.99,0,0.0,26498,0,3,15,0.0,0,0,11.500891694273287,0.95,1
616.57,bill_payment,utilities,392aa8ba,5,1,0,0,0,0,0,0.25,1,0,0,96,0.0,0.0,21.0,1,13.0,6.17,0,0.0,46678,0,0,96,0.0,0,1,21.0,0.75,0
245.03,merchant_payment,merchant,4300a387,0,0,0,0,0,2,0,0.19,1,0,0,103,0.0,0.0,10.999861704952021,0,10.9,2.45,0,0.0,39229,0,2,103,0.0,0,0,10.999861704952021,0.81,1
175.46,p2p_transfer,p2p,a3d75956,5,0,0,0,0,5,0,0.79,0,1,1,38,158.79,325.4,15.23394160809504,0,2.0,1.75,0,325.4,7377,0,5,38,158.79,1,0,15.23394160809504,0.21,1
402.69,cash_in_agent,cash_ops,33ad3872,4,0,1,3076,0,2,1,0.21,1,0,0,163,16.23,325.4,10.67279642765179,0,20.0,4.03,1,325.4,72164,0,2,163,16.23,0,0,10.67279642765179,0.79,1
305.1,bill_payment,utilities,33587652,5,0,0,0,0,2,0,0.13,1,0,0,125,19.33,375.18,21.0,1,19.4,3.05,0,375.18,69865,0,2,125,19.33,0,1,21.0,0.87,0
143.93,cash_in_agent,cash_ops,49471c35,2,0,0,0,0,2,0,0.03,1,0,0,25,0.0,0.0,17.545122708857573,0,9.6,1.44,0,0.0,34401,0,2,25,0.0,0,0,17.545122708857573,0.97,0
358.78,p2p_transfer,p2p,461cce71,3,0,1,2341,0,3,0,0.13,1,0,0,110,0.0,0.0,18.05013528578443,0,15.7,3.59,1,0.0,56479,0,3,110,0.0,0,0,18.05013528578443,0.87,1
527.46,cash_in_agent,cash_ops,68ee6c5b,4,0,0,0,0,2,0,0.16,1,0,0,18,22.55,320.87,11.229636406338756,0,14.2,5.27,0,320.87,51224,0,2,18,22.55,0,0,11.229636406338756,0.84,0
198.12,merchant_payment,merchant,a7ad3805,3,0,0,0,0,2,0,0.29,1,0,0,92,347.48,375.18,10.211922661750085,0,1.1,1.98,0,375.18,3887,0,2,92,347.48,0,0,10.211922661750085,0.71,1
213.05,merchant_payment,merchant,64436eb2,1,0,0,0,0,5,0,0.75,0,1,1,32,19.87,157.74,3.0,1,7.9,2.13,0,157.74,28579,0,5,32,19.87,1,1,3.0,0.25,1
902.03,bill_payment,utilities,64436eb2,5,0,0,0,0,3,0,0.75,1,0,0,50,12.08,235.67,12.357168218823242,0,19.5,9.02,0,235.67,70228,0,3,50,12.08,0,0,12.357168218823242,0.25,1
190.86,cash_in_agent,cash_ops,7c68f1ea,4,0,0,0,0,1,0,0.29,0,0,1,106,32.7,358.4,3.0,1,11.0,1.91,0,358.4,39460,0,1,106,32.7,1,1,3.0,0.71,1
147.51,p2p_transfer,p2p,9a507484,5,0,0,0,1,4,0,0.27,1,0,0,38,23.98,325.4,8.93363407257639,0,13.6,1.48,0,325.4,48858,1,4,38,23.98,0,0,8.93363407257639,0.73,1
200.66,bill_payment,utilities,48541dcf,4,0,1,1742,0,4,0,0.16,1,0,0,8,19.87,325.4,7.542075082565403,0,16.4,2.01,1,325.4,58963,0,4,8,19.87,0,0,7.542075082565403,0.84,1
392.83,p2p_transfer,p2p,ad06797f,0,1,1,3045,0,3,0,0.12,1,0,0,20,0.0,0.0,9.463197912168436,0,6.3,3.93,1,0.0,22792,0,3,20,0.0,0,0,9.463197912168436,0.88,0
89.38,cash_out_agent,cash_ops,a14a4985,0,0,0,0,0,4,0,0.06,1,0,0,104,16.72,358.4,13.169449989037203,0,21.4,0.89,0,358.4,77166,0,4,104,16.72,0,0,13.169449989037203,0.94,0
130.12,merchant_payment,merchant,e29489fe,3,0,1,1862,0,1,0,0.26,0,0,1,69,71.04,104.56,6.664846917178312,0,1.5,1.3,1,104.56,5299,0,1,69,71.04,1,0,6.664846917178312,0.74,1
434.24,p2p_transfer,p2p,28c54130,5,0,0,0,0,1,0,0.12,1,0,0,54,0.0,0.0,7.3009081194291765,0,8.2,4.34,0,0.0,29351,0,1,54,0.0,0,0,7.3009081194291765,0.88,0
330.69,bill_payment,utilities,043580ff,5,0,1,1011,0,0,0,0.08,1,0,0,46,56.73,325.4,8.486257190670033,0,5.7,3.31,1,325.4,20648,0,0,46,56.73,0,0,8.486257190670033,0.92,0
312.51,cash_in_agent,cash_ops,3348b567,5,1,0,0,0,2,0,0.27,1,0,0,151,17.25,325.4,8.864384083539285,0,18.9,3.13,0,325.4,67897,0,2,151,17.25,0,0,8.864384083539285,0.73,0
532.34,bill_payment,utilities,f23c8467,1,0,0,0,0,3,0,0.15,1,0,0,28,0.0,0.0,0.185216708065429,0,15.7,5.32,0,0.0,56476,0,3,28,0.0,0,0,0.185216708065429,0.85,0
212.55,bill_payment,utilities,d5f080bc,2,0,0,0,0,2,0,0.16,1,0,0,34,178.5,235.67,14.264858725180666,0,1.3,2.13,0,235.67,4753,0,2,34,178.5,0,0,14.264858725180666,0.84,1
270.82,cash_out_agent,cash_ops,63c6dde6,4,0,0,0,0,3,0,0.16,1,0,0,103,62.57,320.87,9.518064658318526,0,5.1,2.71,0,320.87,18460,0,3,103,62.57,0,0,9.518064658318526,0.84,0
174.29,cash_out_agent,merchant,0318207a,4,0,0,0,0,3,1,0.18,1,0,0,26,23.96,472.26,14.395771376006532,0,19.7,1.74,0,472.26,70957,0,3,26,23.96,0,0,14.395771376006532,0.82,0
234.69,merchant_payment,utilities,e3cd5fcf,5,0,0,0,0,4,0,0.11,1,0,0,105,201.2,375.18,11.290981883556766,0,1.9,2.35,0,375.18,6713,0,4,105,201.2,0,0,11.290981883556766,0.89,1
306.27,airtime_topup,utilities,af1975a2,2,0,1,1232,0,0,0,0.13,1,0,0,177,14.57,221.18,9.34949634999609,0,15.2,3.06,1,221.18,54652,0,0,177,14.57,0,0,9.34949634999609,0.87,1
413.64,bill_payment,utilities,76bfcdec,0,0,0,0,0,1,0,0.03,1,0,0,180,9.05,104.56,2.0,1,11.6,4.14,0,104.56,41589,0,1,180,9.05,0,1,2.0,0.97,0
10.54,merchant_payment,merchant,a0b40084,3,0,0,0,0,4,0,0.26,1,0,0,80,7.56,157.74,10.596172911018654,0,20.9,0.11,0,157.74,75129,0,4,80,7.56,0,0,10.596172911018654,0.74,0
311.96,merchant_payment,merchant,e5cefd16,5,1,0,0,0,4,0,0.43,0,0,1,554,8.65,104.56,8.398855218443527,0,12.1,3.12,0,104.56,43536,0,4,554,8.65,1,0,8.398855218443527,0.57,1
255.41,merchant_payment,cash_ops,0890febe,4,0,0,0,0,7,0,0.89,0,0,1,101,0.0,0.0,15.40352164016745,0,5.7,2.55,0,0.0,20405,0,7,101,0.0,1,0,15.40352164016745,0.11,1
149.25,p2p_transfer,p2p,0dd6905a,4,0,0,0,0,1,0,0.02,1,0,0,114,26.0,325.4,10.380965452195696,0,12.5,1.49,0,325.4,45062,0,1,114,26.0,0,0,10.380965452195696,0.98,0
266.05,cash_out_agent,cash_ops,1115ad09,2,1,0,0,0,3,0,0.49,0,1,1,25,14.13,104.56,13.149272517025969,0,7.4,2.66,0,104.56,26638,0,3,25,14.13,1,0,13.149272517025969,0.51,1
312.57,airtime_topup,utilities,edc6cfae,3,0,0,0,0,2,0,0.58,1,0,0,43,15.76,325.4,5.0,1,20.6,3.13,0,325.4,74336,0,2,43,15.76,0,1,5.0,0.42,0
164.51,airtime_topup,utilities,bf6070d5,2,1,0,0,0,3,0,0.29,1,0,0,174,234.85,325.4,14.232513761707226,0,1.4,1.65,0,325.4,4988,0,3,174,234.85,0,0,14.232513761707226,0.71,1
87.55,bill_payment,utilities,c7757021,1,0,0,0,0,0,0,0.8,0,0,1,241,47.97,157.74,13.958250214113162,0,3.3,0.88,0,157.74,11839,0,0,241,47.97,1,0,13.958250214113162,0.2,1
184.75,p2p_transfer,p2p,f5a29207,0,1,0,0,0,4,0,0.15,0,0,1,153,30.74,325.4,14.64445971661662,0,10.6,1.85,0,325.4,38113,0,4,153,30.74,1,0,14.64445971661662,0.85,1
414.32,p2p_transfer,p2p,fb4e73a8,2,0,0,0,0,1,0,0.06,1,0,0,137,35.2,320.87,9.537090001957262,0,9.1,4.14,0,320.87,32815,0,1,137,35.2,0,0,9.537090001957262,0.94,0
197.95,p2p_transfer,p2p,7ba98f98,4,1,0,0,0,1,0,0.15,1,0,0,169,19.01,375.18,10.82648373427971,0,19.7,1.98,0,375.18,71041,0,1,169,19.01,0,0,10.82648373427971,0.85,0
550.64,cash_out_agent,cash_ops,a8aa026d,4,0,0,0,0,0,0,0.08,1,0,0,177,11.94,221.18,11.364624112852514,0,18.5,5.51,0,221.18,66713,0,0,177,11.94,0,0,11.364624112852514,0.92,0
498.59,airtime_topup,utilities,abbc4d84,3,1,0,0,0,5,0,0.12,1,0,0,136,0.0,0.0,17.745141325686035,0,23.9,4.99,0,0.0,86115,0,5,136,0.0,0,0,17.745141325686035,0.88,0
178.43,cash_out_agent,cash_ops,461cce71,1,0,1,1357,0,4,0,0.13,0,0,1,119,24.89,221.18,21.0,1,8.9,1.78,1,221.18,31989,0,4,119,24.89,1,1,21.0,0.87,1
411.46,p2p_transfer,p2p,7c04a46b,4,1,0,0,0,0,0,0.28,1,0,0,47,0.0,0.0,9.28831530787344,0,10.6,4.11,0,0.0,38271,0,0,47,0.0,0,0,9.28831530787344,0.72,0
351.37,p2p_transfer,p2p,3f12334e,0,1,0,0,0,2,0,0.16,1,0,0,180,18.51,358.4,6.436105003811738,0,19.4,3.51,0,358.4,69707,0,2,180,18.51,0,0,6.436105003811738,0.84,0
109.34,airtime_topup,utilities,a8aa026d,4,0,1,2249,0,4,0,0.08,1,0,0,173,0.0,0.0,10.24753908822296,0,18.6,1.09,1,0.0,66808,0,4,173,0.0,0,0,10.24753908822296,0.92,0
386.35,airtime_topup,utilities,4a119fa9,4,1,0,0,0,1,0,0.3,1,0,0,70,0.0,0.0,10.310684089531374,0,4.6,3.86,0,0.0,16407,0,1,70,0.0,0,0,10.310684089531374,0.7,0
219.56,merchant_payment,merchant,32ab9575,4,0,0,0,0,1,0,0.05,1,0,0,35,5.22,104.56,7.18274398305391,0,20.0,2.2,0,104.56,72090,0,1,35,5.22,0,0,7.18274398305391,0.95,1
445.04,bill_payment,utilities,5410d6ad,2,0,0,0,0,0,0,0.08,1,0,0,142,30.95,325.4,8.871943561174593,0,10.5,4.45,0,325.4,37849,0,0,142,30.95,0,0,8.871943561174593,0.92,1
102.13,airtime_topup,utilities,80f04427,5,0,0,0,0,3,0,0.12,1,0,0,99,31.39,235.67,10.225627229807525,0,7.5,1.02,0,235.67,27025,0,3,99,31.39,0,0,10.225627229807525,0.88,0
412.8,merchant_payment,merchant,af97c650,4,0,0,0,0,1,0,0.07,1,0,0,46,21.74,375.18,11.6285243604223,0,17.3,4.13,0,375.18,62136,0,1,46,21.74,0,0,11.6285243604223,0.93,1
250.54,p2p_transfer,p2p,756791f3,4,0,0,0,0,2,0,0.01,1,0,0,42,52.2,225.32,12.700560963901436,0,4.3,2.51,0,225.32,15539,0,2,42,52.2,0,0,12.700560963901436,0.99,0
500.0,p2p_transfer,p2p,d8d6f013,1,0,1,1377,0,1,0,0.16,1,0,0,78,11.8,235.67,10.117060646098837,0,20.0,5.0,1,235.67,71889,0,1,78,11.8,0,0,10.117060646098837,0.84,1
106.29,cash_in_agent,cash_ops,6a6b80ec,19,0,0,0,0,1,0,0.66,1,1,0,312,22.78,221.18,10.828373538808515,0,9.7,1.06,0,221.18,34959,0,1,312,22.78,0,0,10.828373538808515,0.34,1
331.69,bill_payment,utilities,14974337,4,1,0,0,0,3,0,0.1,1,0,0,94,14.64,325.4,5.0,1,22.2,3.32,0,325.4,80006,0,3,94,14.64,0,1,5.0,0.9,0
141.66,cash_out_agent,cash_ops,cacfe3b0,1,0,0,0,0,2,0,0.09,0,0,1,32,8.12,157.74,6.509706018365416,0,19.4,1.42,0,157.74,69953,0,2,32,8.12,1,0,6.509706018365416,0.91,1
229.74,merchant_payment,merchant,f2fea00d,0,0,0,0,0,1,0,0.04,0,0,1,128,0.0,0.0,1.0,1,21.5,2.3,0,0.0,77415,0,1,128,0.0,1,1,1.0,0.96,1
99.6,merchant_payment,merchant,e4afe826,3,0,0,0,0,2,0,0.11,1,0,0,102,63.93,221.18,4.0,1,3.5,1.0,0,221.18,12454,0,2,102,63.93,0,1,4.0,0.89,0
58.18,bill_payment,utilities,95d82ba3,11,0,0,0,0,5,0,0.7,1,1,0,224,0.0,0.0,4.0,1,9.0,0.58,0,0.0,32247,0,5,224,0.0,0,1,4.0,0.3,1
282.28,cash_out_agent,cash_ops,385d45b0,1,1,0,0,0,2,0,0.19,1,0,0,25,69.94,375.18,2.0,1,5.4,2.82,0,375.18,19312,0,2,25,69.94,0,1,2.0,0.81,0
128.06,p2p_transfer,p2p,6d2d374f,4,1,0,0,0,0,0,0.07,1,0,0,130,21.42,235.67,9.25912516719803,0,11.0,1.28,0,235.67,39609,0,0,130,21.42,0,0,9.25912516719803,0.93,0
238.6,airtime_topup,utilities,14aa6f35,1,0,0,0,0,0,0,0.26,1,0,0,133,107.83,235.67,15.980532761999525,0,2.2,2.39,0,235.67,7868,0,0,133,107.83,0,0,15.980532761999525,0.74,1
104.48,cash_out_agent,cash_ops,b8418db9,0,0,0,0,0,6,0,0.09,1,0,0,153,25.33,375.18,19.54718738932704,0,14.8,1.04,0,375.18,53332,0,6,153,25.33,0,0,19.54718738932704,0.91,0
289.6,airtime_topup,utilities,01fb7dae,1,0,0,0,0,2,0,0.0,1,0,0,52,22.72,325.4,10.570930637953692,0,14.3,2.9,0,325.4,51562,0,2,52,22.72,0,0,10.570930637953692,1.0,0
270.68,p2p_transfer,p2p,abbc4d84,2,0,0,0,0,1,0,0.12,0,0,1,180,16.32,358.4,7.6295968509639644,0,22.0,2.71,0,358.4,79083,0,1,180,16.32,1,0,7.6295968509639644,0.88,1
157.08,bill_payment,utilities,a3efe154,1,0,0,0,0,0,0,0.2,1,0,0,50,116.46,157.74,9.796344210473979,0,1.4,1.57,0,157.74,4876,0,0,50,116.46,0,0,9.796344210473979,0.8,1
299.78,bill_payment,utilities,91e63c4f,4,0,0,0,0,2,0,0.22,0,0,1,148,30.68,320.87,10.333784664502492,0,10.5,3.0,0,320.87,37648,0,2,148,30.68,1,0,10.333784664502492,0.78,1
208.31,cash_in_agent,cash_ops,14a23ba1,2,0,0,0,0,3,0,0.3,0,0,1,95,31.54,358.4,10.906008934980244,0,11.4,2.08,0,358.4,40904,0,3,95,31.54,1,0,10.906008934980244,0.7,1
188.77,p2p_transfer,p2p,2f308fd0,3,1,0,0,0,3,0,0.18,1,0,0,112,0.0,0.0,9.815337321267798,0,13.3,1.89,0,0.0,47822,0,3,112,0.0,0,0,9.815337321267798,0.82,0
269.11,p2p_transfer,p2p,3185d9a1,2,1,1,963,0,0,0,0.11,1,0,0,74,21.13,325.4,12.136451536808057,0,15.4,2.69,1,325.4,55433,0,0,74,21.13,0,0,12.136451536808057,0.89,0
346.83,merchant_payment,merchant,28c54130,4,0,0,0,0,0,0,0.12,1,0,0,58,120.63,472.26,23.0,1,3.9,3.47,0,472.26,14094,0,0,58,120.63,0,1,23.0,0.88,1
533.11,cash_in_agent,cash_ops,fdfe66f7,4,1,1,2238,0,3,0,0.13,1,0,0,163,0.0,0.0,13.016119026057146,0,10.6,5.33,1,0.0,38000,0,3,163,0.0,0,0,13.016119026057146,0.87,0
265.42,p2p_transfer,p2p,fca48d4c,1,0,0,0,0,4,0,0.04,1,0,0,13,175.69,358.4,10.368676945839434,0,2.0,2.65,0,358.4,7344,0,4,13,175.69,0,0,10.368676945839434,0.96,1
427.37,p2p_transfer,p2p,bb9297f3,4,0,0,0,0,4,0,0.18,1,0,0,121,15.75,358.4,5.0,1,22.8,4.27,0,358.4,81926,0,4,121,15.75,0,1,5.0,0.82,1
140.92,airtime_topup,utilities,2d753ace,5,0,0,0,0,4,0,0.21,1,0,0,83,21.96,375.18,13.193444893962788,0,17.1,1.41,0,375.18,61515,0,4,83,21.96,0,0,13.193444893962788,0.79,0
30.56,cash_out_agent,cash_ops,a0bcd20d,0,0,0,0,0,2,0,0.06,1,0,0,7,15.67,320.87,12.83430206681674,0,20.5,0.31,0,320.87,73736,0,2,7,15.67,0,0,12.83430206681674,0.94,0
126.7,p2p_transfer,p2p,d9b603af,3,0,0,0,0,0,0,0.11,1,0,0,148,29.53,472.26,11.631727401679608,0,16.0,1.27,0,472.26,57567,0,0,148,29.53,0,0,11.631727401679608,0.89,0
186.14,cash_out_agent,cash_ops,d7da6d6c,5,0,0,0,0,5,0,0.09,1,0,0,161,7.96,157.74,12.964199706676713,0,19.8,1.86,0,157.74,71313,0,5,161,7.96,0,0,12.964199706676713,0.91,0
324.59,merchant_payment,merchant,497d3077,5,0,0,0,0,1,0,0.19,1,0,0,79,62.8,375.18,11.560214036825666,0,6.0,3.25,0,375.18,21507,0,1,79,62.8,0,0,11.560214036825666,0.81,0
339.92,airtime_topup,utilities,dead365d,5,0,0,0,0,1,0,0.23,1,0,0,52,57.91,104.56,10.117889877925416,0,1.8,3.4,0,104.56,6500,0,1,52,57.91,0,0,10.117889877925416,0.77,0
352.38,merchant_payment,merchant,30d3936f,5,1,1,2095,0,0,0,0.26,1,0,0,84,28.97,472.26,10.374031893176387,0,16.3,3.52,1,472.26,58682,0,0,84,28.97,0,0,10.374031893176387,0.74,0
94.28,merchant_payment,merchant,2c7b3d14,0,0,0,0,0,0,0,0.01,1,0,0,144,89.16,320.87,21.0,1,3.6,0.94,0,320.87,12956,0,0,144,89.16,0,1,21.0,0.99,0
483.78,merchant_payment,merchant,899d43d1,0,1,0,0,0,1,0,0.14,0,0,1,55,71.05,157.74,10.38650506771359,0,2.2,4.84,0,157.74,7992,0,1,55,71.05,1,0,10.38650506771359,0.86,1
167.92,cash_in_agent,cash_ops,516fd554,3,0,0,0,0,0,0,0.22,1,0,0,36,5.24,104.56,23.0,1,20.0,1.68,0,104.56,71878,0,0,36,5.24,0,1,23.0,0.78,0
374.36,merchant_payment,merchant,29093179,0,0,0,0,0,3,0,0.24,1,0,0,47,207.23,320.87,10.001991438544005,0,1.5,3.74,0,320.87,5574,0,3,47,207.23,0,0,10.001991438544005,0.76,1
36.41,cash_in_agent,cash_ops,fa3a244f,1,1,0,0,0,6,0,0.06,0,0,1,100,35.48,235.67,13.521483170448082,0,6.6,0.36,0,235.67,23915,0,6,100,35.48,1,0,13.521483170448082,0.94,0
166.72,cash_out_agent,cash_ops,696327f0,5,0,0,0,0,0,0,0.09,1,0,0,142,33.49,221.18,0.049177387934904004,0,6.6,1.67,0,221.18,23774,0,0,142,33.49,0,0,0.049177387934904004,0.91,0
252.26,p2p_transfer,p2p,26998e13,4,0,0,0,0,2,0,0.22,1,0,0,39,16.05,225.32,0.0,1,14.0,2.52,0,225.32,50545,0,2,39,16.05,0,1,0.0,0.78,0
228.59,p2p_transfer,p2p,3c169602,4,0,0,0,0,3,0,0.14,1,0,0,75,0.0,0.0,8.65117091876012,0,18.1,2.29,0,0.0,64993,0,3,75,0.0,0,0,8.65117091876012,0.86,0
344.89,airtime_topup,utilities,4e1f6eda,3,0,0,0,0,1,0,0.03,1,0,0,52,7.07,104.56,10.411093059013346,0,14.8,3.45,0,104.56,53281,0,1,52,7.07,0,0,10.411093059013346,0.97,1
352.5,merchant_payment,merchant,efc3cf7e,1,0,0,0,0,1,0,0.05,1,0,0,146,18.75,358.4,3.0,1,19.1,3.53,0,358.4,68814,0,1,146,18.75,0,1,3.0,0.95,1
